Title,ImgUrl,Date,AccessionNumber,Medium,Location
Bead Cap for a Menat Necklace,http://images.metmuseum.org/CRDImages/eg/web-thumb/30.8.341_EGDP010630.jpg,ca. 1550–1525 B.C.,30.8.341,Steatite,The Met Fifth Avenue in Gallery 117
Votive Counterweight (Menit) with Name of Queen Ahmose Nefertari,/content/img/placeholders/NoImageAvailableIcon.png,ca. 1550–1525 B.C.,30.8.152,Faience,The Met Fifth Avenue in Gallery 117
Ring set with a Mouse Design Amulet,http://images.metmuseum.org/CRDImages/eg/web-thumb/DP226286.jpg,ca. 1479–1425 B.C.,30.8.418,"Gold, glazed steatite",The Met Fifth Avenue in Gallery 118
Ax head with monkey figure,http://images.metmuseum.org/CRDImages/eg/web-thumb/DP226285.jpg,ca. 1981–1640 B.C.,30.8.111,Bronze or copper alloy,The Met Fifth Avenue in Gallery 109
Ax head with design of deity Heh or Shu,http://images.metmuseum.org/CRDImages/eg/web-thumb/30.8.110.JPG,ca. 1981–1550 B.C.,30.8.110,Bronze or copper alloy,The Met Fifth Avenue in Gallery 109
Handle for a Model Bird Trap,http://images.metmuseum.org/CRDImages/eg/web-thumb/30-8-221_side.jpg,ca. 1550–1295 B.C.,30.8.221,Ivory,The Met Fifth Avenue in Gallery 117
Spoon Decorated with a Duck's Head,http://images.metmuseum.org/CRDImages/eg/web-thumb/30.8.114-cr.jpg,ca. 1550–1295 B.C.,30.8.114,Bronze or copper alloy,The Met Fifth Avenue in Gallery 117
Scarab Inscribed with the Throne Name of Thutmose I,http://images.metmuseum.org/CRDImages/eg/web-thumb/30.8.485_EGDP011129.jpg,ca. 1504–1492 B.C.,30.8.485,"Steatite, glazed",The Met Fifth Avenue in Gallery 117
Scarab Inscribed with the Horus Name of Thutmose I,http://images.metmuseum.org/CRDImages/eg/web-thumb/30.8.943_EGDP011109.jpg,ca. 1504–1492 B.C.,30.8.943,"Steatite, glazed",The Met Fifth Avenue in Gallery 117
Scarab Inscribed with the Throne Name of Thutmose I,http://images.metmuseum.org/CRDImages/eg/web-thumb/30.8.492_EGDP011115.jpg,ca. 1504–1492 B.C.,30.8.492,"Steatite, glazed",The Met Fifth Avenue in Gallery 117
Scarab Inscribed for the King's Principal Wife Ahmose,http://images.metmuseum.org/CRDImages/eg/web-thumb/30.8.496_EGDP011104.jpg,ca. 1504–1492 B.C.,30.8.496,"Steatite, glazed",The Met Fifth Avenue in Gallery 117
"Scarab of Amenhotep III, ruler of Heliopolis",http://images.metmuseum.org/CRDImages/eg/web-thumb/30.8.639_EGDP016836.jpg,ca. 1390–1352 B.C.,30.8.639,Green glazed steatite,The Met Fifth Avenue in Gallery 117
Scarab Inscribed with the Throne Name of Thutmose I,http://images.metmuseum.org/CRDImages/eg/web-thumb/30.8.486_EGDP011143.jpg,ca. 1504–1492 B.C.,30.8.486,"Steatite, glazed",The Met Fifth Avenue in Gallery 117
Scarab Inscribed with the Throne Name of Thutmose I,http://images.metmuseum.org/CRDImages/eg/web-thumb/30.8.487_EGDP011127.jpg,ca. 1504–1492 B.C.,30.8.487,"Steatite, glazed",The Met Fifth Avenue in Gallery 117
Scarab Inscribed for Thutmose I,http://images.metmuseum.org/CRDImages/eg/web-thumb/30.8.489_EGDP011131.jpg,ca. 1504–1492 B.C.,30.8.489,"Steatite, glazed",The Met Fifth Avenue in Gallery 117
Scarab Inscribed with the Throne Name of Thutmose I,http://images.metmuseum.org/CRDImages/eg/web-thumb/30.8.488_EGDP011120.jpg,ca. 1504–1492 B.C.,30.8.488,"Steatite, glazed",The Met Fifth Avenue in Gallery 117
Scarab,http://images.metmuseum.org/CRDImages/eg/web-thumb/30.8.625_EGDP016865.jpg,ca. 1295–1070 B.C.,30.8.625,Steatite (glazed),The Met Fifth Avenue in Gallery 122
Scarab with a Lion Hunting Horned Animals,http://images.metmuseum.org/CRDImages/eg/web-thumb/D_903_bottom.jpg,ca. 1600–1500 B.C.,30.8.903,Stone,The Met Fifth Avenue in Gallery 111
"Canaanite Scarab of the ""Anra"" Type",http://images.metmuseum.org/CRDImages/eg/web-thumb/30.8.896_bottom.jpg,ca. 1648–1540 B.C.,30.8.896,Steatite,The Met Fifth Avenue in Gallery 111
Scarab with the Name of the Hyksos King Sheshi,http://images.metmuseum.org/CRDImages/eg/web-thumb/D_459_bottom.jpg,ca. 1700 B.C.,30.8.459,Glazed steatite,The Met Fifth Avenue in Gallery 111
Plaque Inscribed with the Cartouche of Amenemhat I,http://images.metmuseum.org/CRDImages/eg/web-thumb/30.8.247.crop.jpg,ca. 1981–1952 B.C.,30.8.247,Travertine (Egyptian alabaster),The Met Fifth Avenue in Gallery 106
Scarab Inscribed with the Throne Name of Ahmose,http://images.metmuseum.org/CRDImages/eg/web-thumb/30.8.468_EGDP011152.jpg,ca. 1550–1525 B.C.,30.8.468,"Steatite, glazed",The Met Fifth Avenue in Gallery 117
Cylinder Bead Inscribed with the Throne Name of Amenhotep I,http://images.metmuseum.org/CRDImages/eg/web-thumb/30.8.484_EGDP011217.jpg,ca. 1525–1504 B.C.,30.8.484,"Steatite, glazed",The Met Fifth Avenue in Gallery 117
Duck-Shaped Stamp Seal Inscribed for (Ahmose-)Nefertari,http://images.metmuseum.org/CRDImages/eg/web-thumb/30.8.476_EGDP011220.jpg,ca. 1550–1525 B.C.,30.8.476,"Steatite, glazed",The Met Fifth Avenue in Gallery 117
Scarab Inscribed with the Throne Name of Amenhotep I,http://images.metmuseum.org/CRDImages/eg/web-thumb/30.8.481_EGDP011123.jpg,ca. 1525–1504 B.C.,30.8.481,"Steatite, glazed",The Met Fifth Avenue in Gallery 117
Sealing from vase 30.8.211a,http://images.metmuseum.org/CRDImages/eg/web-thumb/30.8.211b_EGDP018376.jpg,ca. 1550–1295 B.C.,30.8.211b,"Clay, linen",The Met Fifth Avenue in Gallery 117
Leopard-Head Seal Inscribed with the Throne Name of Amenhotep I,http://images.metmuseum.org/CRDImages/eg/web-thumb/30.8.483_EGDP011132.jpg,ca. 1525–1504 B.C.,30.8.483,"Steatite, glazed",The Met Fifth Avenue in Gallery 117
Scarab Inscribed with the Throne Name of Amenhotep I,http://images.metmuseum.org/CRDImages/eg/web-thumb/30.8.479_EGDP011117.jpg,ca. 1525–1504 B.C.,30.8.479,"Egyptian Blue ?, gold",The Met Fifth Avenue in Gallery 117
Dish with Phoenixes,http://images.metmuseum.org/CRDImages/is/web-thumb/sf30-95-27a.jpg,late 17th century,30.95.27,Earthenware; painted under transparent glaze,The Met Fifth Avenue in Gallery 461
Fragment of a Glass Dish,http://images.metmuseum.org/CRDImages/md/web-thumb/DP235043.jpg,10th century,30.95.34,"blue glass, silver stain",The Met Fifth Avenue in Gallery 300
Diptych with Dormition and Coronation of the Virgin,http://images.metmuseum.org/CRDImages/md/web-thumb/sf30-95-124abs1.jpg,14th century,"30.95.124a, b",Ivory with metal mounts,The Met Fifth Avenue in Gallery 306
Pendant with St. Christopher Carrying the Christ Child,http://images.metmuseum.org/CRDImages/md/web-thumb/sf30-95-107s1.jpg,late 15th century,30.95.107,Copper-gilt,The Met Fifth Avenue in Gallery 306
Miniature Mask for a Canopic bundle,http://images.metmuseum.org/CRDImages/eg/web-thumb/DP226077.jpg,ca. 1427–1400 B.C.,30.8.231,"Cartonnage, paint",The Met Fifth Avenue in Gallery 119
Inscribed Linen Sheet from Tutankhamun's Embalming Cache,http://images.metmuseum.org/CRDImages/eg/web-thumb/DP226087.jpg,ca. 1336–1327 B.C.,09.184.693,Linen,The Met Fifth Avenue in Gallery 122
Mummy Bandage from Tutankhamun's Embalming Cache,http://images.metmuseum.org/CRDImages/eg/web-thumb/DP225316.jpg,ca. 1336–1327 B.C.,09.184.797,Linen,The Met Fifth Avenue in Gallery 122
Head of a Woman,/content/img/placeholders/NoImageAvailableIcon.png,664–332 B.C.,30.8.92,Ivory,The Met Fifth Avenue in Gallery 127
Amulet: Horus falcon,/content/img/placeholders/NoImageAvailableIcon.png,664–332 B.C.,30.8.299,Agate,The Met Fifth Avenue in Gallery 127
Thoth as Ibis with maat feather,/content/img/placeholders/NoImageAvailableIcon.png,664–332 B.C.,30.8.301,Faience,The Met Fifth Avenue in Gallery 127
Amulet: Nehebkau (snake deity),/content/img/placeholders/NoImageAvailableIcon.png,664–332 B.C.,30.8.308,Hard Limestone,The Met Fifth Avenue in Gallery 127
Figure of Osiris,/content/img/placeholders/NoImageAvailableIcon.png,522–343 B.C.,30.8.258,Anhydrite,The Met Fifth Avenue in Gallery 127
Virgin and Child,/content/img/placeholders/NoImageAvailableIcon.png,ca. 1320–30,30.95.114a,"Ivory with traces of polychromy and gilding, (modern wooden base)",The Met Fifth Avenue in Gallery 306
Ceremonial Implement in the Shape of an Ankh,http://images.metmuseum.org/CRDImages/eg/web-thumb/30.8.30_rgb.jpg,ca. 1400–1390 B.C.,30.8.30,Faience,The Met Fifth Avenue in Gallery 119
Shabti Coffin of Thutmose IV,http://images.metmuseum.org/CRDImages/eg/web-thumb/30.8.26a-b_02.jpg,ca. 1400–1390 B.C.,"30.8.26a, b",Faience,The Met Fifth Avenue in Gallery 119
Ceremonial Implement in the Shape of an Ankh,http://images.metmuseum.org/CRDImages/eg/web-thumb/30.8.29_front_rgb.jpg,ca. 1400–1390 B.C.,30.8.29,Faience,The Met Fifth Avenue in Gallery 119
Model Vase from a Foundation Deposit,http://images.metmuseum.org/CRDImages/eg/web-thumb/30-8-21_acc.jpg,ca. 1400–1390 B.C.,30.8.21,Travertine (Egyptian alabaster),The Met Fifth Avenue in Gallery 117
Model Bowl from a Foundation Deposit,http://images.metmuseum.org/CRDImages/eg/web-thumb/30-8-23_acc.jpg,ca. 1400–1390 B.C.,30.8.23,Travertine (Egyptian alabaster),The Met Fifth Avenue in Gallery 117
Model Vase from a Foundation Deposit,http://images.metmuseum.org/CRDImages/eg/web-thumb/30-8-22_acc.jpg,ca. 1400–1390 B.C.,30.8.22,Travertine (Egyptian alabaster),The Met Fifth Avenue in Gallery 117
Model Bowl from a Foundation Deposit,http://images.metmuseum.org/CRDImages/eg/web-thumb/30-8-24_acc.jpg,ca. 1400–1390 B.C.,30.8.24,Travertine (Egyptian alabaster),The Met Fifth Avenue in Gallery 117
Model Bread Loaf from the Foundation Deposit for Hatshepsut's Tomb,http://images.metmuseum.org/CRDImages/eg/web-thumb/30.8.20.jpg,ca. 1479–1458 B.C.,30.8.20,Bread,The Met Fifth Avenue in Gallery 116
Model Jar from a Foundation Deposit,http://images.metmuseum.org/CRDImages/eg/web-thumb/30.8.1104.jpg,ca. 1479–1458 B.C.,30.8.1104,Pottery,The Met Fifth Avenue in Gallery 116
Shabti of Siptah,/content/img/placeholders/NoImageAvailableIcon.png,ca. 1237–1200 B.C.,30.8.65,Travertine (Egyptian alabaster),The Met Fifth Avenue in Gallery 124
Kerchief from Tutankhamun's Embalming Cache,http://images.metmuseum.org/CRDImages/eg/web-thumb/DP226387.jpg,ca. 1336–1327 B.C.,09.184.219,Linen,The Met Fifth Avenue in Gallery 122
Kerchief from Tutankhamun's Embalming Cache,http://images.metmuseum.org/CRDImages/eg/web-thumb/DP226074.jpg,ca. 1336–1327 B.C.,09.184.218,Linen,The Met Fifth Avenue in Gallery 122
Tabernacle with Scenes from the Infancy of Christ,http://images.metmuseum.org/CRDImages/md/web-thumb/sf30-95-115s2.jpg,ca. 1340–50,30.95.115,Ivory with metal mounts,The Met Fifth Avenue in Gallery 306
Canaanite Scarab Showing a Prostrate Man under Two Cobras and a Scarab (Emblems of a Ruler),http://images.metmuseum.org/CRDImages/eg/web-thumb/D_765_bottom.jpg,ca. 1600–1500 B.C.,30.8.765,Steatite (glazed),The Met Fifth Avenue in Gallery 111
"Lentoid Bottle (""New Year's Bottle"") inscribed for the God's Father Amenhotep, son of the God's Father Iufaa",http://images.metmuseum.org/CRDImages/eg/web-thumb/MMA30.8.214B.jpg,664–525 B.C.,30.8.214,Faience,The Met Fifth Avenue in Gallery 127
Statuette of Neith with the name of Shabaqo,http://images.metmuseum.org/CRDImages/eg/web-thumb/253002.jpg,ca. 722–706 B.C.,30.8.295,pale green stone: hedenbergite quartz,The Met Fifth Avenue in Gallery 130
Plaque inscribed for Thutmose III,http://images.metmuseum.org/CRDImages/eg/web-thumb/30.8.564.back.jpg,ca. 1479–1425 B.C.,30.8.564,Glazed steatite,The Met Fifth Avenue in Gallery 118
Panel of velvet,http://images.metmuseum.org/CRDImages/es/web-thumb/80662.jpg,second half 16th century,30.95.69,Silk and metal thread,The Met Fifth Avenue in Gallery 503
Small Child in a Sling,http://images.metmuseum.org/CRDImages/eg/web-thumb/EG130.jpg,ca. 1427–1295 B.C.,30.8.164,Glassy faience,The Met Fifth Avenue in Gallery 118
Beard from a large statue,http://images.metmuseum.org/CRDImages/eg/web-thumb/30.8.232b_EGDP015258.jpg,ca. 1070–664 B.C.,30.8.232b,"cupreous alloy, glass or vitreous material, gold leaf",The Met Fifth Avenue in Gallery 125
Gold oktadrachm of Ptolemy III Euergetes,http://images.metmuseum.org/CRDImages/gr/web-thumb/DP138747.jpg,ca. 246–221 B.C.,30.115.22,Gold,The Met Fifth Avenue in Gallery 899
Gold oktadrachm of Ptolemy II Philadelphos,http://images.metmuseum.org/CRDImages/gr/web-thumb/DP138746.jpg,ca. 261–246 B.C.,30.115.23,Gold,The Met Fifth Avenue in Gallery 899
Shabti Shrine,http://images.metmuseum.org/CRDImages/eg/web-thumb/30.8.59-DT541.jpg,ca. 1390–1352 B.C.,"30.8.59a, b","wood, paint",The Met Fifth Avenue in Gallery 119
Portrait of a Venetian Senator,http://images.metmuseum.org/CRDImages/ep/web-thumb/ep30.95.258.bw.R.jpg,ca. 1525,30.95.258,Oil on canvas,The Met Fifth Avenue in Gallery 607
Cylinder seal,/content/img/placeholders/NoImageAvailableIcon.png,ca. 2345–2181 B.C. or later,30.8.1021,chalcedony,The Met Fifth Avenue in Gallery 103
Uninscribed Heart Scarab,/content/img/placeholders/NoImageAvailableIcon.png,664–332 B.C.,30.8.1079,Stone,The Met Fifth Avenue in Gallery 130
"Necklace, ram's heads",/content/img/placeholders/NoImageAvailableIcon.png,8th–6th century BC,30.8.422,Gold,The Met Fifth Avenue in Gallery 130
Stamp Seal,/content/img/placeholders/NoImageAvailableIcon.png,664–332 B.C.,30.8.1058,Faience,The Met Fifth Avenue in Gallery 130
"Seal, stamp",/content/img/placeholders/NoImageAvailableIcon.png,664–332 B.C.,30.8.1029,"Paste, dark blue",The Met Fifth Avenue in Gallery 130
Scarab,/content/img/placeholders/NoImageAvailableIcon.png,664–332 B.C.,30.8.854,Glazed steatite,The Met Fifth Avenue in Gallery 130
Scarab,/content/img/placeholders/NoImageAvailableIcon.png,ca. 1802–1575 B.C.,30.8.446,Green steatite,The Met Fifth Avenue in Gallery 109
Scarab,/content/img/placeholders/NoImageAvailableIcon.png,ca. 1802–1575 B.C.,30.8.653,Green glazed steatite,The Met Fifth Avenue in Gallery 109
Scarab,/content/img/placeholders/NoImageAvailableIcon.png,664–332 B.C.,30.8.1068,"Faience, light green glaze",The Met Fifth Avenue in Gallery 130
Scarab,/content/img/placeholders/NoImageAvailableIcon.png,664–332 B.C.,30.8.1071,"Jasper, dark green",The Met Fifth Avenue in Gallery 130
Scarab,/content/img/placeholders/NoImageAvailableIcon.png,ca. 724–712 B.C.,30.8.634,"Steatite,light blue glaze",The Met Fifth Avenue in Gallery 130
Scarab of Shepenwepet,/content/img/placeholders/NoImageAvailableIcon.png,ca. 712–664 B.C.,30.8.633,Blue green glazed pottery,The Met Fifth Avenue in Gallery 130
Scarab,/content/img/placeholders/NoImageAvailableIcon.png,664–332 B.C.,30.8.1049,Stone,The Met Fifth Avenue in Gallery 130
Scarab,/content/img/placeholders/NoImageAvailableIcon.png,664–332 B.C.,30.8.1052,Stone,The Met Fifth Avenue in Gallery 130
Scarab,/content/img/placeholders/NoImageAvailableIcon.png,664–332 B.C.,30.8.1048,Stone,The Met Fifth Avenue in Gallery 130
Scarab,/content/img/placeholders/NoImageAvailableIcon.png,664–332 B.C.,30.8.1051,Stone,The Met Fifth Avenue in Gallery 130
Scarab,/content/img/placeholders/NoImageAvailableIcon.png,664–332 B.C.,30.8.1047,Stone,The Met Fifth Avenue in Gallery 130
Scarab,/content/img/placeholders/NoImageAvailableIcon.png,664–332 B.C.,30.8.1050,Stone,The Met Fifth Avenue in Gallery 130
Scarab,/content/img/placeholders/NoImageAvailableIcon.png,ca. 1802–1575 B.C.,30.8.882,Green steatite,The Met Fifth Avenue in Gallery 109
Scarab,/content/img/placeholders/NoImageAvailableIcon.png,ca. 1981–1640 B.C.,30.8.905,Green glazed faience,The Met Fifth Avenue in Gallery 109
Scarab,/content/img/placeholders/NoImageAvailableIcon.png,ca. 1850–1640 B.C.,30.8.886,Green glazed steatite,The Met Fifth Avenue in Gallery 109
Scarab,/content/img/placeholders/NoImageAvailableIcon.png,ca. 1850–1640 B.C.,30.8.445,Serpentine,The Met Fifth Avenue in Gallery 109
Scarab,/content/img/placeholders/NoImageAvailableIcon.png,ca. 1802–1575 B.C.,30.8.670,Green glazed steatite,The Met Fifth Avenue in Gallery 109
Scarab,/content/img/placeholders/NoImageAvailableIcon.png,ca. 1802–1575 B.C.,30.8.668,Glazed steatite,The Met Fifth Avenue in Gallery 109
Scarab,/content/img/placeholders/NoImageAvailableIcon.png,ca. 1802–1575 B.C.,30.8.671,Glazed steatite,The Met Fifth Avenue in Gallery 109
Scarab,/content/img/placeholders/NoImageAvailableIcon.png,ca. 1802–1575 B.C.,30.8.667,Green glazed steatite,The Met Fifth Avenue in Gallery 109
Scarab,/content/img/placeholders/NoImageAvailableIcon.png,ca. 1802–1575 B.C.,30.8.660,Blue glazed steatite,The Met Fifth Avenue in Gallery 109
Scarab,/content/img/placeholders/NoImageAvailableIcon.png,ca. 1802–1575 B.C.,30.8.661,Blue glazed steatite,The Met Fifth Avenue in Gallery 109
Scarab,/content/img/placeholders/NoImageAvailableIcon.png,ca. 1802–1575 B.C.,30.8.666,Green glazed steatite,The Met Fifth Avenue in Gallery 109
Scarab,/content/img/placeholders/NoImageAvailableIcon.png,ca. 1850–1640 B.C.,30.8.743,Blue-green glazed steatite,The Met Fifth Avenue in Gallery 109
Scarab,/content/img/placeholders/NoImageAvailableIcon.png,ca. 1802–1575 B.C.,30.8.674,Green glazed steatite,The Met Fifth Avenue in Gallery 109
Scarab,/content/img/placeholders/NoImageAvailableIcon.png,ca. 1802–1575 B.C.,30.8.673,Blue glazed steatite,The Met Fifth Avenue in Gallery 109
Scarab,/content/img/placeholders/NoImageAvailableIcon.png,ca. 1802–1575 B.C.,30.8.742,Green glazed steatite,The Met Fifth Avenue in Gallery 109
Scarab,/content/img/placeholders/NoImageAvailableIcon.png,ca. 1802–1575 B.C.,30.8.659,Green glazed steatite,The Met Fifth Avenue in Gallery 109
Scarab,/content/img/placeholders/NoImageAvailableIcon.png,ca. 1802–1575 B.C.,30.8.658,Green glazed steatite,The Met Fifth Avenue in Gallery 109
Scarab,/content/img/placeholders/NoImageAvailableIcon.png,ca. 1981–1802 B.C.,30.8.711,Amethyst,The Met Fifth Avenue in Gallery 109
Scarab,/content/img/placeholders/NoImageAvailableIcon.png,ca. 1802–1575 B.C.,30.8.665,Blue flazed steatite,The Met Fifth Avenue in Gallery 109
Scarab,/content/img/placeholders/NoImageAvailableIcon.png,ca. 1802–1575 B.C.,30.8.657,Blue glazed steatite,The Met Fifth Avenue in Gallery 109
Scarab,/content/img/placeholders/NoImageAvailableIcon.png,ca. 1802–1575 B.C.,30.8.652,Green glazed steatite,The Met Fifth Avenue in Gallery 109
Scarab,/content/img/placeholders/NoImageAvailableIcon.png,ca. 1981–1802 B.C.,30.8.647,Green jasper,The Met Fifth Avenue in Gallery 109
Scarab,/content/img/placeholders/NoImageAvailableIcon.png,ca. 1981–1802 B.C.,30.8.726,Stone,The Met Fifth Avenue in Gallery 109
Scarab,/content/img/placeholders/NoImageAvailableIcon.png,ca. 1802–1575 B.C.,30.8.663,Faience,The Met Fifth Avenue in Gallery 109
Scarab,/content/img/placeholders/NoImageAvailableIcon.png,ca. 1802–1575 B.C.,30.8.644,Blue glazed steatite,The Met Fifth Avenue in Gallery 109
Scarab,/content/img/placeholders/NoImageAvailableIcon.png,ca. 1981–1802 B.C.,30.8.724,Light green feldspar,The Met Fifth Avenue in Gallery 109
Scarab,/content/img/placeholders/NoImageAvailableIcon.png,ca. 1802–1575 B.C.,30.8.741,Blue glazed steatite,The Met Fifth Avenue in Gallery 109
Scarab,/content/img/placeholders/NoImageAvailableIcon.png,664–332 B.C.,30.8.1061,"Paste, light green, opaque",The Met Fifth Avenue in Gallery 130
Scarab,/content/img/placeholders/NoImageAvailableIcon.png,664–332 B.C.,30.8.1070,"Jasper, green",The Met Fifth Avenue in Gallery 130
Scarab,/content/img/placeholders/NoImageAvailableIcon.png,664–332 B.C.,30.8.1067,"Steatite, glazed",The Met Fifth Avenue in Gallery 130
Scarab,/content/img/placeholders/NoImageAvailableIcon.png,664–332 B.C.,30.8.1059,"Steatite, glazed",The Met Fifth Avenue in Gallery 130
Scarab,/content/img/placeholders/NoImageAvailableIcon.png,664–332 B.C.,30.8.1065,"Steatite, glazed",The Met Fifth Avenue in Gallery 130
Scarab,/content/img/placeholders/NoImageAvailableIcon.png,664–332 B.C.,30.8.447,Glazed steatite,The Met Fifth Avenue in Gallery 130
Scarab,/content/img/placeholders/NoImageAvailableIcon.png,664–332 B.C.,30.8.866,"Jasper, blue green",The Met Fifth Avenue in Gallery 130
Scarab,/content/img/placeholders/NoImageAvailableIcon.png,664–332 B.C.,30.8.872,"Steatite, black",The Met Fifth Avenue in Gallery 130
Scarab,/content/img/placeholders/NoImageAvailableIcon.png,664–332 B.C.,30.8.864,Breccia,The Met Fifth Avenue in Gallery 130
Scarab,/content/img/placeholders/NoImageAvailableIcon.png,664–332 B.C.,30.8.858,"Glass, dark blue opaque",The Met Fifth Avenue in Gallery 130
Scarab,/content/img/placeholders/NoImageAvailableIcon.png,664–332 B.C.,30.8.855,"Steatite, green glazed",The Met Fifth Avenue in Gallery 130
